order_id,event_id,total,currency,channel,customer_reference
1cd89dae-19bd-461d-83c8-66a36ad84757,34,36677,SEK,Online Store,gid://shopify/Customer/9811118152
a2930e0b-6dcd-442b-9a02-6f5f5c53912f,35,30471,EUR,Online Store,gid://shopify/Customer/3704718059
5abd83ec-e36f-4e17-8e23-67a0027446b8,36,10998,EUR,Online Store,gid://shopify/Customer/1780390210
e2817642-ce03-471e-8352-2f00432d8eb6,37,29003,USD,Online Store,gid://shopify/Customer/5636003375
30096665-b509-4a99-b56c-39053de34028,38,39389,EUR,Online Store,gid://shopify/Customer/4419199925
1461979b-758d-4f3d-8ef9-144c3d79ffb7,39,2820,GBP,Online Store,gid://shopify/Customer/5685804138
e000d5ee-5b12-4b6e-b32c-9418acc01ad1,40,11850,EUR,Online Store,gid://shopify/Customer/7674923495
3c7c5f40-c121-446f-876a-bad5ec3d68dd,41,42349,USD,Online Store,gid://shopify/Customer/9341044269
97f51dce-5b7f-403a-a86a-02a2cf4f3f06,42,20952,SEK,Online Store,gid://shopify/Customer/5259544614
58547bc8-f039-48c3-bb74-13f9fe0dee44,43,43068,GBP,Online Store,gid://shopify/Customer/6959843799
e3f7f156-b7c2-4c16-a27d-bedbff992073,44,21912,EUR,Online Store,gid://shopify/Customer/2627350871
44796809-a044-4b71-b3e5-c047ba7862de,45,19970,USD,Online Store,gid://shopify/Customer/6341074205
da519c35-fc15-4380-b4f2-ddeaeab03438,46,15133,GBP,Online Store,gid://shopify/Customer/7705323750
989a2e6a-88f5-496c-9455-dc11ce176bc4,47,8896,EUR,Online Store,gid://shopify/Customer/8422677505
2562e5ca-bc8f-4e27-a980-8b89e1872a22,48,9848,USD,Online Store,gid://shopify/Customer/8705376216
fa846fd2-ca2e-4636-8747-567048f7c0f0,49,44939,SEK,Online Store,gid://shopify/Customer/8063811903
18c814a6-c96d-4ff2-87cb-28ef63cbc08a,50,38475,SEK,Online Store,gid://shopify/Customer/8841596086
8bd2eeb2-a8f3-4c4e-8e67-e45902c60ea6,51,42242,EUR,Online Store,gid://shopify/Customer/7151219430
3ac595f4-2e7f-4c0e-9ba0-ee1982996d7d,52,26287,GBP,Online Store,gid://shopify/Customer/5427243174
65a7d50c-9e65-4cb3-b8c8-3c16299add4a,53,46155,SEK,Online Store,gid://shopify/Customer/9610698845
6d662974-d56b-496b-ac98-0b05534ea428,54,37152,GBP,Online Store,gid://shopify/Customer/1266448584
80d2593d-595a-4950-a58a-ee9326aff1ea,55,19795,GBP,Online Store,gid://shopify/Customer/2801423120
169cf2df-8030-4c26-b8ef-ae0f667f6d69,56,40635,SEK,Online Store,gid://shopify/Customer/3415937079
a1d95d42-7cfe-4d8b-9029-31821cacb611,57,1843,USD,Online Store,gid://shopify/Customer/5179676155
dd748f3d-3bc9-4a30-8e3c-b7d76d22b89e,58,20512,SEK,Online Store,gid://shopify/Customer/1167258505
465fd637-a232-4bda-b2cf-9910a75c592a,59,32987,USD,Online Store,gid://shopify/Customer/9909741338
1cea33ed-1fac-4009-bf01-ccbf3ae619e6,60,41477,GBP,Online Store,gid://shopify/Customer/4135391009
fe86c67c-ebdc-45ff-832f-06fc95d31a58,61,6378,SEK,Online Store,gid://shopify/Customer/9359916574
dbddc4d2-f0a5-4ee2-8c15-e93df44729a2,62,42353,GBP,Online Store,gid://shopify/Customer/1749944730
7caa4a29-adea-40b6-872d-7017a8fc4480,63,29230,EUR,Online Store,gid://shopify/Customer/8901792117
065ce052-fc00-459d-8913-cf184cbdd778,64,10919,EUR,Online Store,gid://shopify/Customer/3987873170
68f7ffc7-5e61-4fab-94c8-5a5e0ea90b16,65,36205,USD,Online Store,gid://shopify/Customer/1233657706
a6cf9448-879e-49b4-a3d4-ae8c6de0c127,66,4893,EUR,Online Store,gid://shopify/Customer/7820113334
273180af-30fc-41b7-9d77-f06aced15e1c,67,43745,USD,Online Store,gid://shopify/Customer/5854982194
081675ed-cbaf-4263-aed8-48ec4ae8bc85,68,11786,GBP,Online Store,gid://shopify/Customer/6297557386
211643aa-6c34-4e0b-94a2-74dd307ccadd,69,42055,GBP,Online Store,gid://shopify/Customer/1784710658
e29c77fe-6bb7-41b4-9265-c488fa6262f8,70,41733,USD,Online Store,gid://shopify/Customer/7509074252
d622de59-2008-4679-9fc4-62aa4886d103,71,16291,GBP,Online Store,gid://shopify/Customer/5940469528
e23dc6e5-1da4-4d03-8a27-733bf36bee53,72,11465,GBP,Online Store,gid://shopify/Customer/2529988312
e7ffa99d-1075-406f-8575-df970de045c8,73,46440,SEK,Online Store,gid://shopify/Customer/3836956176
27d7001c-675b-4abe-91b0-b14c5616561a,74,16324,SEK,Online Store,gid://shopify/Customer/5931468269
7e023f9e-a887-425c-9608-b79393ae1af5,75,32674,GBP,Online Store,gid://shopify/Customer/1423871050
bc80cfc8-58fe-4108-8512-2f2f36ca2c55,76,18648,GBP,Online Store,gid://shopify/Customer/8544127827
21b05819-a04a-49e3-8edb-fc3f5a6b0bb7,77,22748,USD,Online Store,gid://shopify/Customer/9149962526
8ad66c99-bb9c-42b2-9047-83036fa151fd,78,11388,GBP,Online Store,gid://shopify/Customer/4200278938
1c0a0a27-344e-4e60-8753-5c8d52e92d72,79,7593,USD,Online Store,gid://shopify/Customer/4836611713
09fee036-c1b3-47e2-ba87-76cf516817e5,80,37096,USD,Online Store,gid://shopify/Customer/3998873967
225273ae-33d3-4d55-9a2d-ad22b89ae177,81,29093,EUR,Online Store,gid://shopify/Customer/9797239600
c16f214a-30f9-419b-b6ae-31226867306b,82,25578,USD,Online Store,gid://shopify/Customer/4692186185
26438069-c2cb-437b-8c51-ee21a2bd0710,83,7413,EUR,Online Store,gid://shopify/Customer/4055896459
4c19c10e-b4de-47c8-8dd6-7d1e4e6dff80,84,9398,SEK,Online Store,gid://shopify/Customer/7532655766
959d20ff-0a98-4f2e-92e8-cdb5054e9c22,85,4404,SEK,Online Store,gid://shopify/Customer/5479805917
5c158b87-6528-42c7-848e-0505293a6b37,86,22151,USD,Online Store,gid://shopify/Customer/1027349891
43061fde-8c6c-4098-9ca1-262b9ec482ad,87,42323,SEK,Online Store,gid://shopify/Customer/7645617834
0bde1ebc-b55e-4639-b1e3-0be1902ab77b,88,11979,EUR,Online Store,gid://shopify/Customer/5887135036
a46bbadc-5603-4912-9fe2-2c7510630507,89,2655,USD,Online Store,gid://shopify/Customer/2391644315
8ec695c9-8732-4eaf-83c6-0a534b7dddca,90,38758,GBP,Online Store,gid://shopify/Customer/5365678956
ab2b030b-c2c5-4429-a912-e2beabb9f518,91,21074,GBP,Online Store,gid://shopify/Customer/1200649403
613f00c4-5496-47f9-a5a7-a9f75bffece3,92,17569,GBP,Online Store,gid://shopify/Customer/6284607139
cb39b0bc-952a-48ad-84b7-338f5d8381e1,93,49042,GBP,Online Store,gid://shopify/Customer/7161610510
934da6f0-8d7d-4e42-bf1c-09bd57ae0f4c,94,29501,GBP,Online Store,gid://shopify/Customer/1533816887
92cfea09-75a5-4bb4-8770-4137c9f6655a,95,28878,USD,Online Store,gid://shopify/Customer/4453606119
a833e4de-4e90-4518-b077-ea86b7b66e35,96,37616,USD,Online Store,gid://shopify/Customer/7733454551
7c8c0ac3-f01a-4ab4-8229-a602359d3da4,97,4864,SEK,Online Store,gid://shopify/Customer/3935393615
c06aa973-c94b-4673-b711-f51acb626db6,98,14533,EUR,Online Store,gid://shopify/Customer/8399464055
c32bc67f-34e7-4139-8ede-1d060c54b342,99,6129,SEK,Online Store,gid://shopify/Customer/5592349222
af0f4d95-f210-45dc-b915-4f758a2fd7aa,100,37637,SEK,Online Store,gid://shopify/Customer/6095560336
64271b9f-2b2e-4127-9ab2-741acd13c77b,101,41610,EUR,Online Store,gid://shopify/Customer/1113686059
5cc46338-c185-4562-9492-aa1d422eed25,102,33649,SEK,Online Store,gid://shopify/Customer/2551600735
48c5da78-bc11-435a-8908-4d84933e04ba,103,18172,USD,Online Store,gid://shopify/Customer/9126477474
391e45b5-a0f0-4752-b96e-2830c40aa610,104,18980,EUR,Online Store,gid://shopify/Customer/8436362086
14d91e4c-009d-4051-99ae-a52f138ffdc5,105,41979,EUR,Online Store,gid://shopify/Customer/7591897779
52f9818f-c6a3-48fc-bc82-148e73f8def0,106,13731,SEK,Online Store,gid://shopify/Customer/1410232629
726b1603-e22c-4d9a-8dd9-d42fda335bd1,107,35936,GBP,Online Store,gid://shopify/Customer/4013493048
2fd7ec50-9054-4ecb-826c-59f305e21c66,108,42430,EUR,Online Store,gid://shopify/Customer/4057113284
6c0fa2a0-b9b4-4df3-b440-21b559a05a35,109,23945,EUR,Online Store,gid://shopify/Customer/1630437054
7c996b58-f0d4-4d09-b739-c525fb516384,110,30339,EUR,Online Store,gid://shopify/Customer/7796792359
e195409e-15e2-48e0-b26f-7e160b1a6234,111,28029,USD,Online Store,gid://shopify/Customer/9015528300
71948ebd-557c-485f-911e-0f15956aff6e,112,22889,USD,Online Store,gid://shopify/Customer/1586580114
be89c3c6-fa49-466b-a690-9adfdcfed7b1,113,18262,SEK,Online Store,gid://shopify/Customer/6506020096
dc006ea1-e326-4961-9731-8f658ee75712,114,33968,GBP,Online Store,gid://shopify/Customer/5423141812
2cfdccd6-3460-41f1-a9f4-7a1b55767a29,115,15932,SEK,Online Store,gid://shopify/Customer/1881360415
7285d7a2-d3e1-46a1-9b29-8d106bd81c92,116,17489,USD,Online Store,gid://shopify/Customer/4657479218
3e4e6478-e69a-4100-b260-d5f09a6b0fdf,117,23180,USD,Online Store,gid://shopify/Customer/5666381830
cd8bc4c0-a381-4f73-b3b7-b4b55689147d,118,3317,GBP,Online Store,gid://shopify/Customer/3014133962
16ea8cbd-7cd7-43c7-bfdc-461bf3b3dd45,119,27369,EUR,Online Store,gid://shopify/Customer/3459824516
c66c41e8-ef51-43d7-8ece-ec22ea9ff674,120,43446,GBP,Online Store,gid://shopify/Customer/5252085670
8d3f18f5-20f5-4ff8-91e3-8ff1b73d8ed6,121,13606,SEK,Online Store,gid://shopify/Customer/2991939876
d550e7ad-6b0f-4903-b4c1-0ea179f390cc,122,49065,SEK,Online Store,gid://shopify/Customer/1734876560
09590245-76c0-426d-beb5-0bef1502bfd4,123,23190,SEK,Online Store,gid://shopify/Customer/8240739225
400a2a69-31b8-49f3-8260-a0b5eb878215,124,38572,SEK,Online Store,gid://shopify/Customer/9390092311
a47807ab-86b3-462f-89f6-d55d64bdfffb,125,16809,GBP,Online Store,gid://shopify/Customer/2890489708
1e91075a-d5ca-4db0-ba09-b81b4bd685ab,126,29161,EUR,Online Store,gid://shopify/Customer/8147719603
56b73fbb-fe76-4e30-8f0e-a4c169ac0432,127,16291,SEK,Online Store,gid://shopify/Customer/9734173027
b6367885-d32a-4131-83cf-549a4c5d8568,128,48233,GBP,Online Store,gid://shopify/Customer/5687421668
9d4d3c88-4e75-46bd-802b-b79429ac748f,129,40147,SEK,Online Store,gid://shopify/Customer/7653775833
5923c87f-3b51-4ce2-b44b-b2c866f5c6f2,130,13563,EUR,Online Store,gid://shopify/Customer/8608990131
05d27a7c-59cc-43e5-97b5-6dfb0296472a,131,6176,GBP,Online Store,gid://shopify/Customer/1761646402
2bbfbabb-b784-4cff-8ce2-673062eed1be,132,4010,SEK,Online Store,gid://shopify/Customer/8117179632
3207099e-3507-41ee-a603-15babddab1d6,133,41191,SEK,Online Store,gid://shopify/Customer/6194702971
9908535c-1c43-4432-ad1a-4c8d1d09fd6e,134,11271,GBP,Online Store,gid://shopify/Customer/1616953095
337a5e0e-16bb-4275-83bb-542873ffc863,135,30212,USD,Online Store,gid://shopify/Customer/5336533746
2167e4f1-0f26-4a92-b0d5-ea388c5154bf,136,24222,GBP,Online Store,gid://shopify/Customer/7334308775
5b4f84e2-53c4-4c2d-9db0-ac16e1788060,137,16499,USD,Online Store,gid://shopify/Customer/5541184173
5ffc16ee-9518-4b81-b45c-386821bd1813,138,52393,EUR,Online Store,gid://shopify/Customer/6623922149
07beb476-48d8-47ac-bdb4-f87785ae1d0d,139,26902,EUR,Online Store,gid://shopify/Customer/8273035111
00a36948-a520-43a2-b259-50de341e2310,140,37220,USD,Online Store,gid://shopify/Customer/2642694898
5f5b80f0-9366-4e49-b4c8-c28b33aa0a8a,141,38115,GBP,Online Store,gid://shopify/Customer/1569337413
b3045061-81b8-4ab4-bce9-1809ecdd9c4f,142,38168,GBP,Online Store,gid://shopify/Customer/4579173624
d9e53a43-a3cb-41e9-a6cb-3cf02e5f7ba5,143,26508,GBP,Online Store,gid://shopify/Customer/6889283144
cc812a2e-2c5a-4689-9351-b2f22d00efcc,144,18206,EUR,Online Store,gid://shopify/Customer/5185165620
47766de5-8d0b-4195-a3ca-618730f62dae,145,48192,EUR,Online Store,gid://shopify/Customer/6013036249
6df7b0de-e916-440e-9b8b-78a6f751e2ea,146,36359,EUR,Online Store,gid://shopify/Customer/7854727373
104beb6c-0e4a-43bd-b38d-391e91f50999,147,37119,USD,Online Store,gid://shopify/Customer/9208582862
5e1edaa1-3293-4d66-a2b9-d80a62049a63,148,24994,GBP,Online Store,gid://shopify/Customer/1716113809
1028816e-c002-4fd8-8538-7b6d529ef6f1,149,47818,SEK,Online Store,gid://shopify/Customer/4808041685
c03bd7d4-9a6b-4270-8924-e667dc28b690,150,36293,USD,Online Store,gid://shopify/Customer/4686030739
6463ba15-c913-4f44-b26b-cedacc7889c1,151,8926,EUR,Online Store,gid://shopify/Customer/4532374504
35c63206-ec22-4bc4-828a-a9eb3be5adfe,152,39228,USD,Online Store,gid://shopify/Customer/7099023904
ca9d47f5-118d-46a1-a20d-4b8b1dbe130b,153,25968,SEK,Online Store,gid://shopify/Customer/3924868233
b1def1ed-2d08-4a22-9a00-ad40d8b6cfb0,154,42646,USD,Online Store,gid://shopify/Customer/6490449801
70e4e049-3495-45d8-9677-fbf6c58d7a16,155,44456,GBP,Online Store,gid://shopify/Customer/3804081656
5d3e00e5-6058-4ea7-8883-00675b3d6c7b,156,10639,SEK,Online Store,gid://shopify/Customer/4576661280
4920ec85-8379-405f-a9c5-82d173312211,157,4206,EUR,Online Store,gid://shopify/Customer/2105860784
6293eb2d-e7fc-42f9-93e8-a260075b1695,158,41788,SEK,Online Store,gid://shopify/Customer/5170537708
1d5bc97a-bbdf-43f9-baac-48e0899b1f13,159,28758,GBP,Online Store,gid://shopify/Customer/3522553903
4c01e2b7-e882-48f7-8cd5-5ac9891a046d,160,22659,USD,Online Store,gid://shopify/Customer/8497615601
d6c2d219-52c1-44c0-aaa8-1ae31f924121,161,12052,EUR,Online Store,gid://shopify/Customer/5731395518
25bc4ed7-a37b-4898-901f-fdf4d33c959e,162,7057,SEK,Online Store,gid://shopify/Customer/5685161235
8b6834f2-ccab-426b-8416-4373c1e711c3,163,17477,GBP,Online Store,gid://shopify/Customer/5893656631
7563b3b2-2be7-456d-9213-78589d0b2726,164,12300,GBP,Online Store,gid://shopify/Customer/8017887566
f150b966-42a4-486a-875d-3059d631802b,165,35339,SEK,Online Store,gid://shopify/Customer/4316050368
920a5ca7-f469-4670-9a0e-1bd41ef594b2,166,45383,USD,Online Store,gid://shopify/Customer/3287916689
da898fa5-824e-4883-b1fa-c34138caee9d,167,44700,SEK,Online Store,gid://shopify/Customer/8797600122
92e7d76c-1ac4-420f-9750-edb5293dd30b,168,17307,EUR,Online Store,gid://shopify/Customer/9447455711
79f4048b-0fd4-4235-8475-3a978451e443,169,9122,SEK,Online Store,gid://shopify/Customer/5231084673
dda6ddeb-0313-4202-a449-1127792975e7,170,12821,EUR,Online Store,gid://shopify/Customer/8237046890
124abe48-a624-48a4-9eca-9e85aae76d22,171,17537,USD,Online Store,gid://shopify/Customer/6327276336
65db1d16-527c-436f-86d5-c6d4ad54098f,172,11294,USD,Online Store,gid://shopify/Customer/5006808497
b0db6ab1-04eb-434a-83a7-61da41ba3360,173,19695,SEK,Online Store,gid://shopify/Customer/4018287249
840eca90-d9a8-426a-b4e6-9cb39266dfd2,174,1779,EUR,Online Store,gid://shopify/Customer/5434565975
bda57bbc-0a19-4593-8f22-a380b2373d9d,175,50485,SEK,Online Store,gid://shopify/Customer/6471391579
3fc91833-1f07-485b-9c5e-f8925fd22cbe,176,20911,SEK,Online Store,gid://shopify/Customer/3669045001
6287ed51-b1dc-4e8b-8204-71c4f923325b,177,32041,USD,Online Store,gid://shopify/Customer/2171330003
94b86972-3423-48f6-98ed-1c68c4c7eb95,178,3395,EUR,Online Store,gid://shopify/Customer/1667380730
76cb41dc-a0ea-4763-ab25-994ec97afc39,179,4113,USD,Online Store,gid://shopify/Customer/9039351214
3de9b079-7a7b-4705-b1b6-42e2dc81007d,180,15280,SEK,Online Store,gid://shopify/Customer/6634584828
807b096b-dfc7-432c-a4b4-c69b6ba24fb7,181,1175,GBP,Online Store,gid://shopify/Customer/4508351989
40e952d9-f4aa-4c12-ab83-0ba4680a675b,182,34236,EUR,Online Store,gid://shopify/Customer/1222800452
f332d08a-5c97-48c5-9512-0c0b057d0487,183,43134,EUR,Online Store,gid://shopify/Customer/8476024983
298c7e00-07c5-4f30-a4b4-1e43b5267e13,184,29555,USD,Online Store,gid://shopify/Customer/5805492855
b24ab0d5-a31a-446b-948c-69a1070f67f2,185,12899,USD,Online Store,gid://shopify/Customer/2470088240
edcdfa58-ab4e-4476-8db2-93e84babea5a,186,44662,SEK,Online Store,gid://shopify/Customer/5202519222
eb8a151a-4f77-48dc-b3ea-36a5151fca22,187,7768,SEK,Online Store,gid://shopify/Customer/1887065346
316914d4-9539-45e2-b2f7-3a9f314afc85,188,3603,USD,Online Store,gid://shopify/Customer/4301991522
06edb2d1-b92e-4184-a254-a8e3bc9009f9,189,16966,GBP,Online Store,gid://shopify/Customer/3141116413
f632e0d3-9c59-4a01-8bdf-71b351b2fb24,190,21620,EUR,Online Store,gid://shopify/Customer/3402175476
e2c739a9-d38e-4750-935b-dab1d466b50a,191,4412,USD,Online Store,gid://shopify/Customer/9956832020
e58a5f4f-9122-421b-8886-0ff3c9109876,192,11059,SEK,Online Store,gid://shopify/Customer/5682147103
efa47ca5-01e8-4a80-aabe-bec85c1b7c96,193,55092,EUR,Online Store,gid://shopify/Customer/3526765331
d879050a-ec5d-4814-9a26-f183dac931c2,194,34494,SEK,Online Store,gid://shopify/Customer/3966624840
99ce17df-63b2-415a-b6d2-4cf0a3273d90,195,27492,GBP,Online Store,gid://shopify/Customer/8423060522
769d30d3-44a7-4b82-86de-57fc7b51423c,196,34880,SEK,Online Store,gid://shopify/Customer/2801748091
c32f0d79-f3c7-4724-9813-508e42d11c79,197,5910,USD,Online Store,gid://shopify/Customer/5070729523
5192cecc-79e7-478e-917b-777d81f3ee5c,198,23913,USD,Online Store,gid://shopify/Customer/2617563339
ba2275d8-f86a-4e56-a8a3-65a89d2f824e,199,10371,SEK,Online Store,gid://shopify/Customer/6024375516
c7f6613b-dfe9-49b4-addf-3f458446e30d,200,46151,GBP,Online Store,gid://shopify/Customer/2478916452
f6cd41cb-a61a-4c93-9d69-281ed6dab377,201,1968,SEK,Online Store,gid://shopify/Customer/5386769237
41c38538-2cc8-423b-81a3-a2c197deedfd,202,46823,EUR,Online Store,gid://shopify/Customer/5553908763
5d54641a-9146-4db0-8cb4-919a30654bff,203,47035,EUR,Online Store,gid://shopify/Customer/3248036817
8626500d-fd81-4f07-9faa-41fba682f1cd,204,20839,SEK,Online Store,gid://shopify/Customer/6082305921
d592ba3e-3a67-4823-8b97-0a9b67051d18,205,18771,SEK,Online Store,gid://shopify/Customer/6234513031
a0f061ed-efde-4857-803b-e30fac967c3c,206,37635,USD,Online Store,gid://shopify/Customer/6174251270
e31e14de-b718-42fa-a238-a95c7506876a,207,32097,GBP,Online Store,gid://shopify/Customer/4454937741
4ac7be54-7214-4b45-b7c8-87e5d07ec43e,208,24419,SEK,Online Store,gid://shopify/Customer/1970064367
5804aead-6edc-40ba-97f0-3d9179240679,209,26270,EUR,Online Store,gid://shopify/Customer/6135668085
35ceacc3-8726-434e-a2d7-b915fc5516ed,210,24941,USD,Online Store,gid://shopify/Customer/6642615564
986b9c73-3c72-4c5d-9bbf-60c24e9ab907,211,32704,GBP,Online Store,gid://shopify/Customer/2692285873
52138663-e948-471c-8a3b-5603511b66a3,212,25295,SEK,Online Store,gid://shopify/Customer/6370963163
333ec215-024b-4f32-9586-6502a5536289,213,47676,GBP,Online Store,gid://shopify/Customer/4851643721
60dd83c9-d498-4622-acd3-1c4657aef257,214,3323,EUR,Online Store,gid://shopify/Customer/7617041907
93e6f004-bf7a-4153-a4e2-ca81b9ecd04d,215,13600,EUR,Online Store,gid://shopify/Customer/3785156122
c8b11e6c-f762-4d1b-b70b-17f4d80dc194,216,7663,EUR,Online Store,gid://shopify/Customer/8438948155
9aaaf4d0-06d4-4b03-8f28-6bfc3a3a83b0,217,8218,GBP,Online Store,gid://shopify/Customer/6442364126
a52531b7-4a97-4fb4-adc2-d4d541773601,218,31408,USD,Online Store,gid://shopify/Customer/7876495521
3c5729ce-4b5e-495d-8ce9-e02037864748,219,17611,GBP,Online Store,gid://shopify/Customer/2097387197
631e61e9-ed7c-4018-b41d-2aab58d423cd,220,46992,USD,Online Store,gid://shopify/Customer/6029680051
cfd1e1f2-079b-4d19-850b-4d457af99489,221,31167,SEK,Online Store,gid://shopify/Customer/7172231858
410df285-7b3c-4d69-9622-ff5dcdd3875f,222,6002,USD,Online Store,gid://shopify/Customer/7120018869
5a25807c-8dc7-4fc6-9ef5-8270da64ce73,223,30582,USD,Online Store,gid://shopify/Customer/4536216320
ed00b8d9-0a3e-461f-bf53-383c00035043,224,22169,SEK,Online Store,gid://shopify/Customer/2905092363
a8178a7b-e99b-425d-9ccf-893bcedf776e,225,13007,EUR,Online Store,gid://shopify/Customer/4128240281
ed141190-7320-479f-bd16-b6cc31bfb3bb,226,55936,USD,Online Store,gid://shopify/Customer/2528628531
a268d8c7-84e3-4793-904f-ad3223f12ccc,227,1960,GBP,Online Store,gid://shopify/Customer/9409101366
84bc22d9-6c88-4c3a-88f6-881e6d083443,228,5769,GBP,Online Store,gid://shopify/Customer/6083161201
d714409b-19e5-4581-b5cb-50aefec8e986,229,41508,USD,Online Store,gid://shopify/Customer/8159055656
1dd95100-a4f1-4296-b15e-a57026d2e3bf,230,8566,USD,Online Store,gid://shopify/Customer/9597458796
5e680fd4-8534-45d7-a786-701318d4c399,231,50043,USD,Online Store,gid://shopify/Customer/6163500433
53748bb5-6633-40ac-be1c-0b6cf29e7f0b,232,33514,USD,Online Store,gid://shopify/Customer/2024390955
5d12b179-399f-4334-8ee8-73f24d9e0f38,233,4200,GBP,Online Store,gid://shopify/Customer/9797647459
abf516dd-1ede-4162-8b89-f32a305a5992,234,41198,EUR,Online Store,gid://shopify/Customer/3262771178
0fc5db16-aeb0-4f5d-b0f6-256d0e7f3bc2,235,27470,USD,Online Store,gid://shopify/Customer/5062286342
1ee1f550-9022-4319-a716-2ef8dabc1c28,236,44951,EUR,Online Store,gid://shopify/Customer/6234076282
6119d469-45e4-486b-b056-a3e9cd37a212,237,42091,EUR,Online Store,gid://shopify/Customer/8575329805
b892d390-ba36-4768-a0d1-ec49d5a46d36,238,27804,USD,Online Store,gid://shopify/Customer/9265277704
90bde8eb-08cb-4634-a0cf-919756df26a8,239,42118,GBP,Online Store,gid://shopify/Customer/7760132874
533d43d4-5050-4a8c-963e-4bd3be5dc59e,240,12645,GBP,Online Store,gid://shopify/Customer/6286974761
62f83172-8268-44f4-af2b-61aa85bb0a79,241,29756,SEK,Online Store,gid://shopify/Customer/8958760721
bda2a042-caec-4017-a937-57ec5a636c16,242,45042,EUR,Online Store,gid://shopify/Customer/6443127277
10b8c014-99c7-4ca5-94b2-25a4511a5470,243,48514,USD,Online Store,gid://shopify/Customer/3388945023
042b41b3-5f0d-4380-bcbc-9636eca25641,244,7108,USD,Online Store,gid://shopify/Customer/9103936032
ff9cf720-844c-4ae9-9af8-2b8548f8d10f,245,42871,GBP,Online Store,gid://shopify/Customer/2484252358
